ns life 0	you will suffer when you are in ns life
ippt 0	Otw to Khatib Camp for my IPPT . Wish me luck . #sibeinervous
scdf 1	@_hihanzi chey one photo only HAHA . why all go In already you and allim spf . me syaril hafiz scdf . why nobody go army one .
tekong 0	Tekong stupified effect : Marc can't differentiate chicken from fish now ? !
enlistment 1	Enlistment in one month's time
ord 1	Take as many photos together with my NS mates so when I ord our memories together still here
platoon 1	@leowsydney @shuyeah33 lol Sydney you know the nyp guy we saw at cptc and against you in the water polo match . He same platoon as me
tekong 1	Street soccer after a very long time @ Tekong Park
military 1	My 21st birthday Im in camp chasing after my military licence , my 22nd birthday Im on standby at medical centre ...
platoon 2	Another long day tomorrow . Out w bae and bbq w his platoon mates . Woohoo !
national service resort country club 1	LOOK WHO'S BACK . oh it's just my dad . @ National Service Resort Country Club
ord 1	Army as my career out ~ shall really plan what i " m going to do after ord .. emo mak ..
reservist 0	I think my kidney is not use to sweet drinks so when I enter reservist my kidney's dying .
ord 1	barang leceh second off need go back nsti for pre ord function
reservist 0	Done with reservist and getting my hair done by @kcmeals at the sickest barber around
cadet 1	I'm at Officer Cadet School in Singapore
reservist 1	#selfieramadhan Day 24 : The Wing " Sex Factor " Chun Reservist Unit ! @ Jalan Bahar
bookout 1	Bookout at 530 and off to NUS for Recognize Recital tonight see yall there !
safra resort 1	I'm at National Service Resort Country Club - SAFRA Resort in Singapore w / @eugenecheaw
bmt 2	previous retweet girls you'll be surprised on how extra sweet your bf can get during his BMT period . trust me
ord 1	Finally ticked off everything from my ORD list except for ORDing itself .
cadet 1	@boitoyol why your school cadet wear no . 4 and while shoes to 7/11 ah ? ! Hahaha
bmt 2	They said BMT was tough .. but nah . I find it fun .
nee soon camp 1	Miss those days in green @ Nee Soon Camp
ippt 1	Book in lo #army #shagtiredface #hopeIwontfailmyippt #missingyoualready #timefasterpasspleaseee @
national service resort country club 1	Balls @ National Service Resort Country Club
bookout 1	Bookout loh .
navy 1	Contractor , office , achief , teddy jone is navy guy going ord but taking over his dad business , took his ctc
platoon 1	Alpha Platoon two .. Section two @ Superbowl @ Safra Mount Faber
bookout 0	Bookout day but fucking no mood ( @ Home Team Academy in Singapore )
bmt 1	I WANN EAT . WANN . SLP . WANN SKATE . WANN BMT .
ord 1	I'll be with you through your enlistment , pop and ord baby .
ippt 2	@Jikanggg @JiaaSsheng hai hao la hahaha no . 4 only got 2 tab + atp + ippt only hahaha . Pow next next week :)
ippt 1	@AinulMuhd Bookin by ippt or 2200 ?
infantry 0	The feeling when taking psle results . Haha The feeling when enlisted to nsWtf ! Kimice infantry eh !
sungei gedong camp 1	Together with Polaris OC ! @ Sungei Gedong Camp
navy 1	In the Navy
lim chu kang 2	1 year 10month will all my platoonmate.Will miss the fun time together in camp . @ Lim Chu Kang Camp 1
ord 1	@IssacLimDS serious la .. make up mind about work or study ? ORD LOH !
safti 1	@mlcmmlcm you in safti ? ?
ord 1	Mum keep saying that i will be like sis . One day , instead staying over at bf house three days will turn up everyday after he ord
air force 1	@ Paya Lebar Air Force Museum
reservist 1	@NzhrRzln report ? Reservist ke ?
ippt 0	Wanted to gym today , but couldn't because I realized . Tuesday ippt .
bookout 1	Get free off this friday so i will bookout on thursday
nee soon camp 1	#Yankee #KMC #486sar @ Nee Soon Camp
khatib 1	2 more days .. ( @ Khatib Camp in Singapore )
singapore infantry regiment 2	Yay last book in ( @ 4th Bn . Singapore Infantry Regiment ( 4 SIR ) in Singapore )
hendon 1	@KendyTeo8 @glendakohh hendon camp ?
enlistment 2	Happy 20th birthday to myself ! Thank you guys for always being there for me Happy enlistment
platoon 1	I will miss our moments platoon 2 forever @ Rejimen 501 AW , Kem
mindef 0	- @MINDEF shame in you !
ord 0	1 more in take to ord fucking hell
bmt 2	Finally my leave is not wasted , get to go overseas . Its just #Johor thou . With BMT bunkmates ! @ Komtar
bookout 1	Reading Paper Towns in my bunk alone . Sucks to be the only one in camp when everyone else gets to bookout . But I'm glad I only got charged .
safra resort 1	This is what work brings u to ... ( @ National Service Resort Country Club - SAFRA Resort in Singapore )
ocs 1	@shruuutea try being an OCS girlfriend on a long distance relationship
ord 1	Yes finally . This coming June I'm finally be able to smack that pink ic on my forehead and tell my bros , ORD LO .
infantry 1	Night prawning ! 2 hour 15 prawns . Not bad for an amateur ! 2 commando prawns , some guards and infantry
training institute 1	Day 2 #r10 #reservist @ National Service Training Institute ( NSTI )
ord 1	When ord parade again ? ? @heydatme
saf 1	Let's not forget the hardworking K9 that protect Singapore 24/7 ! #ROH2016 @ RSAF Open House
pasir 0	Last moment before we dig out own grave #platoonbuddy #fieldcamp #allshag @ Pasir Ris Bus
sungei gedong camp 1	last book in here ( @ Sungei Gedong Camp in Singapore )
field camp 2	Finally back from freaking field camp .
ord 1	2 Years ago , i just enlisted in 16th Mono PTP batch ... 2 Years Later , i finally ORD LO ~ ~ ~ @
bookout 1	Need to bookout like now
ord 0	So tired , need a quick nap ! Whats more got ord function !
sarimbun 1	camp has ended , holidays are here jk obs tmr bye @ Sarimbun Scout Camp
air force 1	Republic Of Singapore Air Force Aerobatics Team | Black Knights | Five Star Formation | National Day
clementi 1	@irfan_j93 transfer to clementi camp cannot ?
ord 1	ORD mode begins tmrw . Hahaha .
ippt 1	Huhhh . Why ippt test change to 3 stations only and no pull ups ? Help guys pass ippt need so drastic not ?
safra resort 2	YAY CHALET WITH THE GIRLS ( @ National Service Resort Country Club - SAFRA Resort w / @glennawoo )
platoon 2	Good brothers all the way ! Platoon Sergeants ~ #igsg @ Sungei Gedong Camp
reservist 1	Back To Reality .. Back For Reservist ... @ Police Coast Guard Hq ,
ord 1	ORD OH @ not
scdf 2	Here's to nearly 5 months in MMT , SCDF and NS . Thank you for the birthday surprise guys ! - And thanks
tekong 2	Going in tomorrow ! See you at Tekong ! :D
ord 1	Chicken fries squid inn olio olio for the bmt mates + one ord sergeant @ Arterial
platoon 1	LOL PLATOON 1 GUY GOT CAUGHT FOR IN CAMP PHOTOS
platoon 1	How to Train Your Dragon 2 with the platoon mates
jurong 1	" Think of a freaking caption " Gonna rock this orientation camp @ Jurong Junior College
ippt 1	It's confirmed ! ! ! #nsman #ippt #singapore #saf
bedok camp 1	Booking out on Friday ! First time i book out in civilian clothing ! #ALPHA #PLATOON1 @ bedok camp ll
nee soon camp 1	Just posted a photo @ Nee Soon Camp
platoon 2	Butter factory today ! ! ! I'm glad I've met such good platoon mates .. Staying with them for 10years
sembawang 1	Just posted a photo @ Sembawang Ns Home Team Chalet
ord 2	@Ifaaaaaaaaaaaa I'm doing fine as well . Ord in a weeeeeeeeeek ! ! ! Yay .
sembawang 1	My office for today'a duty . @ Sembawang Camp Club !
ippt 1	After every lunch you should take a nap and be ready for ippt later on ..
bookout 2	A song for the week ~ ~ ~ 1 more day to bookout Day and I am so happy ya ! !
platoon 1	Platoon 3 parents engagement day ( with the sergeants and the masters ) ! BOOK OUT LO ! @ Pasir Ris
keat hong 0	R2 week ... le sigh ( @ Keat Hong Camp in Singapore )
saf 2	Maybe I should get my degree and sign on with the DSTA - Don't Start Till Afternoon ! #lovemycountry #army #readydecisiverespected #SAF
nsmen 2	Lunch and Dinner . Happiest to fall in . :) #nsmen
paya lebar 1	First time trying the Circle Line to get to NS line . Shorter ? ( @ Paya Lebar MRT Interchange ( EW8 / CC9 ) )
reservist 0	Reservist bitch ! #vscocam @ Singapore Civil Defence Academy
ord 1	ORD trip 2 #luqyanna #luqyannaadventures @ Changi Airport
enlistment 1	8 days 3 months more to go till your enlistment sayang
national service 1	Got a tour guide waiting for me in Canada . Probably i shall go to Canada before national service if i can save up in time !
bookout 0	12 hour bookout zzzzzzz
platoon 1	Tomorrow duty platoon sergeant , should sleep now ..
bmt 1	Impromptu nostalgic BMT sharing session with @edison_goh on an already nostalgic bus ride
stagmont 1	Even at 5am looks bright as it is the brightest part of the PCN , just off Stagmont Camp . Early
tekong 0	wonder how am I going to survive the 2 years in this kind of atmosphere . too fucking different from the pple I knew in tekong
ippt 2	Ippt cleared ! Looking forward to the much needed weekends !
tekong 0	Book in loh . Sibeh sian . Sunday then book out . FML . ( @ Tekong )
maju camp 2	Sleep :) ( @ Maju Camp in Singapore )
training institute 1	Family #myeyeslikesteamonly @ Infantry Training Institute
nee soon camp 1	Outside waiting for pickup lol ( @ Nee Soon Camp in Singapore )
ord 1	3 years ago the today date is my enlistment day , #BOTAK Day . #130303 is #ORD . So fast one year pass .
platoon 1	platoon deliberate attack later after lunch .
ippt 2	3rd IPPT the day after Hari Raya . Wow .
national service resort country club 1	#HalfHeadedSelfie #FSSA12 #Shannons18th @ National Service Resort Country Club
tekong 1	Free training on Tekong Island in 2 days time . #saynotodrugs #SemiExcited @ Going Green
ord 1	Heard that I am going to ORD TOMORROW ? !
platoon 1	I miss my old platoon mates already :/ this place is like heaven .
ocs 1	@tungz_ @Paperfish96 someone waiting for gabby to go OCS then go his social night
enlistment 1	Counting down to enlistment day
safra resort 1	I'm at National Service Resort Country Club - SAFRA Resort in Singapore w / @jeremyongggg
ord 1	@JunhongNg you're welcome ! I think tonight you cannot sleep . Welcome to the ord group .
ord 1	first book only , I feeling like I gonna ORD
bookout 1	YES AHHHH BOOKOUT
reservist 1	Reservist
bookout 2	Bookout later and gg jb I can't wait hehe
infantry 1	@JosephGohCS have . Its under 8sir and its infantry hahaha
platoon 2	Awesome futsal session with my platoon mates ! Next one soon guys !
ord 1	Must save 10k by ord to win that 500 dollars bet with my dad lol
platoon 2	thankfully board 169 at yishun , never meet one whole platoon rushing for bus .
reservist 1	No beard , no ear studs , pure black hair ... #reservist #sg #ns #latergram @ Singapore Civil
ord 1	Wanna ord asap .
national service resort country club 1	Bbq at chalet ! @ National Service Resort Country Club
safra resort 1	Class chalet ( @ National Service Resort Country Club - SAFRA Resort w / @sandyshy )
tekong 1	Tekong Cough is back !
air force 1	F15 SG Underbelly | Republic Of Singapore Air Force Open House 2016 | Singapore #ROH16
national service resort country club 1	I can bowl ! #bowling #bowlingalley @ National Service Resort Country Club
reservist 0	Finally home ... reservist was fucking shag .
infantry 1	My motivation that keeps me going and pushes me through every single combat training in the infantry life .
ocs 0	OCS Social Night and I wasn't social ( fml ) because I was intimidated by all the gorgeous ladiez and I
infantry 0	Waaaaa . Took a nap dream that I went back to infantry and sign on ...
field camp 1	Throughout my whole field camp , i didn't get any bites .
platoon 1	Why all my platoon mates sleep so early
ord 1	Guys that serving ns always got their gf snatch away by guys that haven serve their ns or had already ORD
bookout 1	Should get it tmr after bookout
ord 1	OrD Sales Rep - Applications - Oracle : ( #Singapore ) #Sales #Job #Jobs #Hiring
enlistment 2	YAYYYY ENLISTMENT 5MAY
bookout 1	#squaready the feeling of seeing home after days of not #homeiswheretheheartis #bookout @ Im coming
sungei gedong camp 0	fuck ( @ Sungei Gedong Camp in Singapore w / @insanelyinhuman )
nee soon camp 1	Imt shoot ( @ Nee Soon Camp in Singapore )
platoon 1	Platoon 2 . . . @ Singapore Discovery Centre
sungei gedong camp 1	Breakfast ~ ( @ Sungei Gedong Camp in Singapore )
tekong 0	Today will probably be the shittest day in tekong . FBO FOR THE DAY ! ENTIRE DAY FML .
platoon 1	Taking care of these recruits from my platoon for the next thirteen weeks
tekong 0	@_SHIYINGG the medical centre at tekong took 6 hours to process my mc so much worst !
enlistment 1	T - 49 days to enlistment .
ippt 2	@ShreddedSun kkk I think I sept enlist cause I pass my IPPT
bmt 1	Kena psycho by my SI to take up command tour . So much for BMT . Then again , given my ranking I think BMTC is my destination
khatib 0	Back to shit ( @ Khatib Camp )
home team ns 0	Lame . @ Starbowl Home Team NS Bukit Batok
training institute 0	Hell again ... ( @ National Service Training Institute in Singapore , SG )
uniform 0	I think I'm gonna reward myself by watching Deadpool . But fuck I'm with my army uniform . So tacky .
bookout 1	@ErnestKhooo Eh Idk abt bookout but I know this week shld be thurs bookout cus friday is GOOOOOOD FRIDAY HAHAHA
seletar 1	This was and still is my Squadron #160SQN @ Seletar Camp
reservist 0	Oh how much I've missed Range Day ! #range #smelly #sweaty #reservist #day9 @ Safti
pasir laba 0	I'm not suppose to be here ! ! ! ( @ Pasir Laba Camp in Singapore )
bookout 2	Cant wait to bookout this thursday
ord 0	Pity the police coast guard whom just pass away when hes about to ord :(
ippt 1	@IamJiv since I got a silver for ippt , FUCK YEAH ! NO RT ! ! !
national service resort country club 2	Never knew how nice chilling on roofs is . @ National Service Resort Country Club
tekong 1	@Kaylubbbb I thought you tekong ? ! Then wherr you want go .
commandos 1	Singapore Commandos Parachuting over Paya Lebar airbase this morning from a C - 130 . #singapore
platoon 1	Platoon 3 ' s tradition post-last parade Exercise Strongcore really made all of us feel like a family with the commanders
enlistment 0	9 weeks of BMT . I remember I dreaded the day of enlistment so much . But now , I will always
sembawang 0	Netball camp with the 2 annoying asssss @ Sembawang Sec
national service 0	@Vineshboi : National Service send me letter ! CCB ! Knn ! Fuck you la Pundeh ! Mayiru ! #pain
enlistment 2	@_leleleleon all the best for enlistment Leon !
ord 1	bagus eh hidup haziq , smlm book in , nari book out , monday off , left few more weeks thn ord HAHAH
ippt 1	Bonding with army buddies after IPPT . @ Old Skool Dessert House
army life 2	@MiyaSweets thank u sandhya ! ! Good luck too with army life !
ord 1	What better way to ORD , then to ORD together with you Chief of Defence Force ! " Officially " ended my
ord 2	i can't wait to ORD and fly off .
saf 1	Our F - 15SG fighters about to take off for the aerial display at #ROH16 . @ RSAF Open House
ns life 2	so touched that my officers actually remembered my birthday . :) thanks , they made my ns life so much more tolerable haha
bookout 1	Bookout Belated 19th Birthday @ Skinny Pizza Westgate Mall
national service 2	110315 . Completed National Service . Thank you Team Alpha for the 2 years of great experience . An
ippt 1	Ippt tmr idk what to feel
tekong 1	Starry skies ! I still can recognise some of the constallations from tekong !
singapore infantry regiment 0	No mood ( @ 5th Bn . Singapore Infantry Regiment ( 5 SIR ) )
bedok camp 1	My goodness ! ( @ Bedok Camp II in Singapore )
mindef 0	MINDEF ! WTF !
platoon 2	@leejunhao1 Wa legit . Which platoon and section
reservist 1	U noe wat makes me feel old ? When ppl the same age as @sabrinations are in the same reservist unit as me #foreveryoungbaybay
bmt 1	@kartified Missed by a little.Nevertheless secured a gold for BMT , will see you in CDC .
ord 2	From BMT to POP to ORD ... ORD LOHHHHH ! 1 day man ! Hurah !
enlistment 1	@muggerWJ @SupRalph they say two weeks before enlistment . But two weeks before enlistment is 25th . Which is one day after A's ...
nee soon camp 1	.. ( @ Nee Soon Camp in Singapore )
cadets 1	@toozai from your cadets ?
singapore infantry regiment 1	last day of the week finally ( @ 2nd Bn . Singapore Infantry Regiment ( 2 SIR ) )
field camp 1	Another field camp wednesday - friday ...
ord 1	Although I've been waiting for this day for two years . I am still finding hard to believe it's here ! This is it ! ORD
enlistment 1	So ... 5 more days to enlistment ..
ord 2	@AlleyHaro ya hoo our son ord lor.happy ord son
commando 1	@mohamedrasool like that I end up in commando bro hahaha
ord 1	Yes , it's coming . The countdown for 11/12 / 15 has reached 100 days . Time to ORD mode ! ! ! #ORDmode
ord 1	I think it's better to ORD
national service resort country club 1	BBQ @ National Service Resort Country Club
national service 0	Because we wasted 2 years on national service
bookout 1	Bookout loh !
air force 1	LIVE : And now , the #BlackEagles - The flight display team of the Republic of Korea Air Force . #SGairshow
ippt 1	Done with ippt . Now back at station . Marching rehearsal at nsti later on ...
ord 1	@DeeDeeNikey IKR sayang . I wish you stay beside me too . Takpe bb besok lepas I ord talk you come by my place we lepak okay
tekong 2	Eat with love . My beloved brother @ Pulau Tekong BMTC HQ
commando 0	@TwelveDecember @Andylaujunhao_ wtf , .. I go commando camp interview alr dont playplay
cadet 1	@AqilBAbdulLatif haha last 6 months as cadet
field camp 1	Field camp week for you , exam week for me 5 days till I get to hear your voice again We can do this okie ily
ocs 0	Crazy flipping , mad cart-wheels , and insane back rolls to flip , these ocs buddies of mine are insane ~ ~
commando 0	Commando getting more and more unbearable by the day
ord 0	FUCK THIS ORD QUIZ SHIT
pasir laba 2	Happy POP boys ( lmao look at our mini Bukit view reunion ) @ Pasir Laba Camp
cadet 1	Wonder if I can still go cadet officer course ..
safra resort 1	I'm at National Service Resort Country Club - SAFRA Resort in Singapore w / @swee_jin
platoon 1	Futsal with platoon 4 ( @ The Cage in Singapore )
enlistment 1	@ShowstopperSidz haha when is your enlistment date
bedok camp 1	Brisk walk to East Coast .. estimate 10km ... ( @ Bedok Camp )
ippt 1	Shall not think much and get Silver for next IPPT .
tekong 1	Shall standby an inhaler next week . Going tekong of course .
reservist 0	2nd last day of reservist and it's back to the grind . Hope work will be kinder . #nsman #reservist
air force 1	@AtSepent this is no . 4 . But Air Force de
air force 1	@awesomendyy : Me : how low is your nike air force bro ? Him : shoe is cute tho
cadet 2	Congratulations on becoming a 3SG ! @fadhilfuaz @ Specialist Cadet School , Singapore
home team ns 1	Jessle's 21st ( @ Home Team NS Bukit Batok Chalet )
national service resort country club 1	AL-KO HAS ARRIVED @ National Service Resort Country Club
tekong 1	@Jugs_Jars hahaha did you follow him all the way into tekong ?
commando 1	Missing my commando buds . @agent_kayy @ashvincookie @nomnorm @Blue_Hoopzxc @Ah_wongsty @Cheeyongg
national service resort country club 1	DARE : Spray snowspray in his underwear @asrafsani @ National Service Resort Country Club - SAFRA
uniform 1	wearing army uniform and still got aunty calling me xiao di di
tekong 1	@randombooo wah hahahaha tekong isit ? I haven't get the letter yet but they say between dec-march ! I'm hoping i enlist in dec ah .
ord 1	Get their ORD present from them to me mah ! Hahahaha !
reservist 0	Seriously reservist is a waste of time . Plus it brings back memories , memories I thought I have already move on from .
cadet 1	Chang Family dinner before entering Specialist Cadet School tmr ! ' Sergeant Dinner ' as my sister
bedok camp 1	@Zvbxjr I'm the devil of Bedok Camp
air force 2	Going for the air force talk reminds me of how my dad was once a pilot too . So proud of my dad
bookout 2	Cannot bring myself to not enjoy some good food and quality time with her when I bookout . #squaready @
tekong 2	happy blessed 21st buddy , tekong was truly memorable ... #21st #bmt #1stcoy #plt4 #section4 #theritz @
bookout 1	@AzriStinson Hahaha nvm when u go spec course u see me bookout early :P ... Hopefully ah hahahha
platoon 0	suck my hawk , platoon 1 !
ord 0	Watching people ord is torturous
bmt 2	Cheers to adulthood my BMT buddiesThank you for the unforgettable night and I hope you all enjoyed
pasir laba 1	After 2 weeks of holiday i am back to camp ( @ Pasir Laba Camp in Singapore )
ippt 1	Monday gonna book my ippt
ippt 1	Silver for ippt
enlistment 1	Exactly one more month to enlistment
bookout 1	Nvm ! 4more hrs to bookout !
safra resort 2	Happy 1st birthday Kyler ! @ National Service Resort Country Club - SAFRA Resort
ord 1	27May2015 ORD LO ! Well almost there just 9 more days away . Its been a long journey with my
ord 1	@ChunHo18 ord oh
ord 1	i've not been meeting those who have been ord a couple months ago and today , get to meet them ...
ord 2	Happy ORD Darrell ! Thanks for all the memories and it was a REALLLL pleasure getting to know
cadets 1	Juliet coy cadets
ippt 1	Training for ippt be like
bmt 1	I don't mind going back to BMT days .
ord 0	Everyone ORD and Im stuck here for 5 more months
tekong 1	book out lo finally ( @ Tekong Ferry Terminal in Singapore )
pasir 1	sending bf back to ARMY ( @ Pasir Ris MRT Station ( EW1 ) - @smrt_singapore in Singapore )
selarang camp 2	Yay im early ! ( @ Selarang Camp in Singapore )
ippt 2	@SmokinLightFoot take good care uh you . If you don't do so , nobody else will . All the best for your IPPT . I'll hear from you soon .
army life 1	Army life is better than jc life if this 2 familiarization ( confinement ) is removed
platoon 1	@AndreVersailles if it's not illegal I will I'll fall in my whole platoon for a burry ceremony ! Lol ! Fking shag with him around
stagmont 1	I'm at Stagmont Camp in Choa Chu Kang , Singapore
bookout 1	@wsauyeong @ttevolxx @LouissssLa LOL . This week i live firing . Sunday then bookout .
pasir laba 1	#thetallestonearound @ Leader's Square , Pasir Laba Camp
hendon 1	I'm at Hendon Camp Spec Mess Canteen
bedok 0	Wasted close to 4 hours outside waiting for my cousin to end his camp . Waaah then asked me to meet at bedok intr . Waaah sien
bedok camp 1	And again . Oh god why . ( @ Bedok Camp II in Singapore )
tekong 1	@tenoq @tekong read their questions here students from Indo Thai asked general qs like what's your regret etc
ord 1	@boomgaporn wow , ord alr still talking about army stuff .
bmt 2	POP LO ~ Really have to thank everyone for making this journey through BMT an enjoyable phase . Getting
training institute 1	Book out day book out day ! ( @ National Service Training Institute )
bmt 0	Those alr done with NS like to " Bmt , where got time ? " , I reply to them , " your watch la " ... Sometimes get abit annoying ...
safra resort 1	I'm at National Service Resort Country Club - SAFRA Resort in Singapore w / @nccw_
ord 2	WE ENLIST TOGETHER , WE ORD TOGETHER ! HAPPY ORD MY BROTHERS #ORDLOR @
air force 1	Air Force so good new to book in by 2300 hahaha slowly otw ! !
bedok camp 0	O fucking R-D to da man @ Bedok Camp 2 ( Home of the Elite Guards )
ord 1	@rzlrnz ORD ALR AH BRO
reservist 1	Its october already , and i haven pack my stuff fr reservist .
bookout 1	Morning from CDA | | 1 more day to bookout day #nslife #2014 #satuhatilawanapi #firefightercourse #vsco
kranji 2	2 yrs well spent i must say \ \ thank you guys for all the memories @ Kranji Camp II
kranji 1	Back for tomorrow morning duty ( @ Kranji Camp II in Singapore )
stagmont 1	@10inchPride stagmont camp
tekong 1	Waking up knowing that I won't be booking in to Tekong anymore is definitely bitter-sweet . We were
field camp 1	Booking in for field camp week . Not excited for it at all .
ord 1	Darren step ord all tsk
bmt 1	previous retweet girls you'll be surprised on how extra sweet your bf can get during his BMT period . trust me
training institute 1	I'm at National Service Training Institute in Singapore , SG w / @bitofskyy
training institute 1	our last feast before ramadhan kicks in ! #bedokbrownbastards #738gds @ Infantry Training Institute
national service 1	Still cant believe that im actually serving national service already . Time past way too fast
ns life 2	@FariziSuleiman your ns life shiok ah
enlistment 2	Thankful to have their presence from the dawn of my enlistment day as well as the day through the
field camp 0	Knn field camp then rain ? _ | _
pasir laba 1	Last book in at Pasir Laba Camp . One more week to officially graduate as a reconnaisance . #Aheadalways
enlistment 1	Enlistment letter just came in .
field camp 1	Back from field camp ! ! !
maju camp 1	Just posted a photo @ Maju Camp
bookout 1	Back into camp ~ 2 more days to bookout !
ord 2	@ntshkh you can do it ! the last push and say hello to freedom haha i left with three months to ORD woot woot !
ocs 2	@NinxPetrovx after raya holidays I straight back in ocs HAHAHAHA :')
nsmen 1	80 % of NSmen are myopic except @AronTJL
bookout 1	And there goes half my bookout
air force 1	@nishyfishyyy Hmmmmmmm go for it then . Air Force - Above All
tekong 1	@ivannskj hahaha I ns what Tekong everywhere is men in green lol.you mean 34 ! ?
singapore infantry regiment 1	I'm at 4th Bn . Singapore Infantry Regiment ( 4 SIR ) ( Singapore ) w / 2 others
hendon 0	So tireddddd , early morning duty ( @ Hendon Camp in Singapore )
platoon 1	Platoon commander and the hq guys . @ Singapore
tekong 1	Finally book out ( @ Tekong Ferry Terminal in Singapore )
maju camp 1	I'm at Maju Camp ( Singapore ) w / 11 others
sarimbun 1	" It's been awhile " #outdoorcampinstructors @ Sarimbun Scout Camp
safra resort 1	Checking out ! ! ! ( @ National Service Resort Country Club - SAFRA Resort in Singapore )
jurong 1	Getting to jurong station for my reservist ! !
maju camp 2	Happy ORD , Junhee ! 3 down 1 more to go ! @ Maju Camp
field camp 1	@waaannddyy hahahah jungle for ? Sorry idk i abg abg cd field camp isit ?
tekong 1	@epicBadassBAUS ten chun fong awaits you at tekong
ippt 1	Shall start booking for my ord ippt lah
enlistment 2	@AkhsanKhan all the best bro for your enlistment you can do it !
pasir laba 1	Finally get to send people ( @ Pasir Laba Camp in Singapore )
singapore infantry regiment 1	Back here ... time to clear off liaos ! ! ( @ 1st Bn . Singapore Infantry Regiment ( 1 SIR ) )
ord 0	can i ORD alrdy pls :(
clementi 1	@jasonlam_ yeah after Ns ill get it down and i wna go to clementi
field camp 2	9 days field camp is finally over . Good to be back home .
tekong 1	Stay safe and train well , botak ong ! See you on the 21st @ Pulau Tekong
ord 1	Congratulation to all the fuckers who ORD tomorrow , example @thatkidbryn @dhatsRYAN ! ! ROAR ! ! #sour
saf 1	SAF FORMATION ...
platoon 2	Feeling awesome when I'm being recognized for long distance run . Someone from other platoon jio me for 16km run tomorrow !
reservist 1	@FydyFairuz eh i got mine ystd i thought reservist hahaha
field camp 1	Bracing for field camp
bookout 2	His bookout tmr thanks to raya
enlistment 2	Happy Enlistment Bro all the best for BMT and see you back home next Saturday @ Pulau
ord 1	What a ride ORD LO 37 BATCH @ Naval Diving Unit Camp ( NDU )
bmt 2	BMT is just the first phase of NS tho its not the worst experience yet but i am sure u will shine in
pasir laba 1	I'm at Gas Chamber at Pasir Laba Camp
cadets 2	A nice campfire in the dark dark night . You feel genuinely happy when your cadets enjoy themselves .
ord 1	#tb to @tantengwei ORD parade #goldtimes #lookingforwardtoours @
jurong 1	First ICT and many more to come #reservists #signals #igsg #instasize @ Jurong Camp 2
ocs 1	@JosephXKM hahha wat u mean correct unit ? Planning to crossover into ocs ahh ?
tekong 1	Can I have this at Tekong pls ? @ Lola's Cafe
commando 1	Commando Challenge done ! ! ! So much more work to catch up on to prepare for the Spartan Race . Big up
safra resort 1	@euqinuathl @nicoleosq @smackyouah @zoey_cpy and others ! ( @ National Service Resort Country Club - SAFRA Resort )
kranji 1	Last day ( @ Kranji Camp 3 in Singapore )
air force 1	The 111 Squadron " Jaeger " was formed when the Republic of Singapore Air Force acquired four
tampines 2	Thankful for the Bus Driver to let me board with just a dollar left :) If not I'll be camping at Tampines Bus Interchange tonight - . -
ippt 0	IST ST combined .. that ain't a good sign #whykillusnow when there's ippt tomorrow
clementi 2	Had so much fun working with you guys in CNB ! All the best to you all ! #ORDLoh @ Clementi Camp
infantry 0	I want the infantry shirt ley . :/
enlistment 1	@benbenisbenben wait for enlistment .. 2 weeks MC
ocs 0	I'm such a bad friend @ SAFTI MI , OCS
field camp 1	@BumbleBots ooo no worries how was field camp ? haha
enlistment 1	Enlistment dinner for roytanjz See you in three weeks with the rest ! @ Aston's Steak Salad , the
ippt 1	@FakeAndy93 I got 8km road march before ippt . How ? Hahhaha .
ippt 1	Last run before ippt ! !
ord 0	Seeing people ord today jealous
army boys 1	Army boys #akka #avant @ School of the Arts , Singapore
clementi 1	Buddies in #8SIR #hoplites @ Clementi Camp
safra resort 1	Chalet .. @ National Service Resort Country Club - SAFRA Resort
ord 1	Unexpected call when you ord for more than few months and random DO call you to ask where you keep the beach key
singapore infantry regiment 1	Morning . Guard duty ... ( @ 4th Bn . Singapore Infantry Regiment ( 4 SIR ) in Singapore )
bookout 1	1 more day to Bookout day ( @ 48th Bn . Singapore Armoured Regiment ( 48 SAR ) in Singapore )
commando 1	Feel like signing up for the commando challenge event .
pasir laba 2	Happy pop brodo the nation proud man @ Pasir Laba Camp
national service resort country club 1	Piak piak at HR chalet @ National Service Resort Country Club
scdf 2	Here's to nearly 5 months in MMT , SCDF and NS . Thank you for the birthday surprise guys ! - And thanks
ord 0	Bloody sgt . Wan bias ? U see when i ord u cfm die . Trust me .
saf 1	RSAF Cohesion Day @ SAFRA Mount Faber
bmt 2	POP LOHHH ! ! ! So proud of you for getting through BMT and passing out already ! ! Always remember that
sungei gedong camp 1	army seminar . @ Sungei Gedong Camp
hendon 1	It's been a long time , for honor and glory ! ( @ Hendon Camp )
uniform 2	Guys look so hot when they are in their army uniform #DescendantsOfTheSun
ord 1	@KingJulianTyk @lesterisbored _ | _ what night out ? ORD LO
saf 0	Only in this stupid organization can your rankings be affected by whether you tuck your shirt in OUTSIDE camp #saf
sarimbun 2	Right here at SIT where uni life begins SIT orientation camp awesome #thelegacy @ Sarimbun
ord 0	@ajiperry : Half dead kene whack like hell and this is ord drill for you @JxckSpxrxow HAHAHAHAHAHA hercules bro
tekong 2	and smile when all my friends join in november , cause i am already adapt and used to it in tekong n ns life
